,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
17858,Alchemilla,,Plantae,1366244,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Potentilleae,Fragariinae,Alchemilla,,,,,,
17884,Gastrophysa,Rūgtinukai,Insecta,69766,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,,Chrysomelini,Prasocurina,Gastrophysa,,,,,,
17885,Tenthredinidae,Tikrieji pjūkleliai,Insecta,60628,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,,,,,,,,,,,
17886,Platypalpus,,Insecta,248285,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Empidoidea,Hybotidae,Tachydromiinae,,Tachydromiini,,Platypalpus,,,,,,
17900,Linaria vulgaris,Paprastoji linažolė,Plantae,50790,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Antirrhineae,,Linaria,,Linaria vulgaris,,,,
17902,Dolichovespula,,Insecta,52912,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,,,Dolichovespula,,,,,,
17922,Potentilla erecta,Miškinė sidabražolė,Plantae,132622,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Potentilleae,Potentillinae,Potentilla,,Potentilla erecta,,,,
17923,Pyrgus malvae,Mažoji Hesperija,Insecta,201519,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Pyrgini,,Pyrgus,,Pyrgus malvae,,,,
17924,Athous,,Insecta,86722,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,,Dendrometrini,Dendrometrina,Athous,,,,,,
17926,Altica tamaricis,Gluosninė didspragė,Insecta,987379,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,,Alticini,Alticina,Altica,,Altica tamaricis,,,,
17927,Denticollis linearis,Vagotasis Spragšis,Insecta,521223,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Dendrometrinae,,Dendrometrini,Denticollina,Denticollis,,Denticollis linearis,,,,
17928,Altica aenescens,Beržinė didspragė,Insecta,465684,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,,Alticini,Alticina,Altica,,Altica aenescens,,,,
17932,Poophagus sisymbrii,,Insecta,456030,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Ceutorhynchinae,,Ceutorhynchini,,Poophagus,,Poophagus sisymbrii,,,,
17973,Lypha dubia,,Insecta,547156,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Tachinidae,Tachininae,,Linnaemyini,,Lypha,,Lypha dubia,,,,
17979,Viruses,Virusai,,131236,Viruses,,,,,,,,,,,,,,,,,,,,,
17981,Cantharis pellucida,,Insecta,450666,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Cantharidae,Cantharinae,,Cantharini,,Cantharis,,Cantharis pellucida,,,,
17999,Carex elata,Aukštoji viksva,Plantae,82315,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Cariceae,,Carex,,Carex elata,,,,
18007,Glossiphoniidae,,Animalia,128529,Animalia,Annelida,,,Clitellata,Hirudinea,,Rhynchobdellida,,,Glossiphoniidae,,,,,,,,,,,
18038,Sedum pallidum,Pilkšvasis šilokas,Plantae,496087,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,,Sedeae,,Sedum,,Sedum pallidum,,,,
18040,Alopecurus,Pašiaušėlis,Plantae,58365,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,Poinae,Alopecurus,,,,,,
18044,Epirrhoe tristata,Žiedinė Cidarija,Insecta,127853,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Epirrhoini,,Epirrhoe,,Epirrhoe tristata,,,,
18053,Eriocraniidae,Eriokranijos,Insecta,173582,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Eriocranioidea,Eriocraniidae,,,,,,,,,,,
18054,Boloria dia,Mažasis Perlinukas,Insecta,357982,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Boloria,,Boloria dia,,,,
18055,Malacosoma castrense,Žolinis Verpikas,Insecta,747430,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Lasiocampoidea,Lasiocampidae,Lasiocampinae,,Lasiocampini,,Malacosoma,,Malacosoma castrense,,,,
18056,Boletaceae,Baravykiniai,Fungi,48702,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,,,,,,,,,,,
18094,Buglossoides arvensis,Dirvinis akmengrūdis,Plantae,135229,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Boraginoideae,,Lithospermeae,,Buglossoides,,Buglossoides arvensis,,,,
18095,Carum carvi,Paprastasis kmynas,Plantae,160162,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Careae,,Carum,,Carum carvi,,,,
18101,Carex spicata,Akytoji viksva,Plantae,160107,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Cariceae,,Carex,,Carex spicata,,,,
18113,Anacamptis morio,Mažasis anakamptis,Plantae,59318,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,,Orchideae,Orchidinae,Anacamptis,,Anacamptis morio,,,,
18125,Sinapis arvensis,Dirvinis garstukas,Plantae,53264,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Brassiceae,,Sinapis,,Sinapis arvensis,,,,
18137,Hydrophilus,,Insecta,177749,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Hydrophiloidea,Hydrophilidae,Hydrophilinae,,Hydrophilini,,Hydrophilus,,,,,,
18139,Anthocomus equestris,,Insecta,320043,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,,Malachiini,Ebaeina,Anthocomus,,Anthocomus equestris,,,,
18140,Leptinotarsa decemlineata,Kolorado Vabalas,Insecta,84778,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,,Doryphorini,Doryphorina,Leptinotarsa,,Leptinotarsa decemlineata,,,,
18150,Anguis,,Reptilia,32036,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Anguidae,Anguinae,,,,Anguis,,,,,,
18152,Aesculus,Kaštonas,Plantae,53350,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Sapindaceae,,,,,Aesculus,,,,,,
18154,Ephemera vulgata,Paprastasis lašalas,Insecta,501242,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Ephemeroptera,,Ephemeroidea,Ephemeridae,,,,,Ephemera,,Ephemera vulgata,,,,
18155,Xanthorhoe ferrugata,Rūdžiajuostė Cidarija,Insecta,143485,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Xanthorhoini,,Xanthorhoe,,Xanthorhoe ferrugata,,,,
18171,Cryptorhynchus lapathi,Alksninis paslėptastraublis,Insecta,217843,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Cryptorhynchinae,,Cryptorhynchini,Cryptorhynchina,Cryptorhynchus,,Cryptorhynchus lapathi,,,,
18187,Marasmius oreades,Lauminis mažūnis,Fungi,118240,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,,,,,Marasmius,,Marasmius oreades,,,,
18189,Scarabaeoidea,,Insecta,48202,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,,,,,,,,,,,,
18193,Tipula,,Insecta,60393,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Tipuloidea,Tipulidae,Tipulinae,,,,Tipula,,,,,,
18208,Fumaria officinalis,Vaistinė žvirbliarūtė,Plantae,53785,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,,,,Fumaria,,Fumaria officinalis,,,,
18210,Sehirinae,,Insecta,464865,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Cydnidae,Sehirinae,,,,,,,,,,
18215,Abies,Kėnis,Plantae,54262,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,,,,Abies,,,,,,
18217,Ballota nigra,Juosvasis akenis,Plantae,56158,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,,Marrubieae,,Ballota,,Ballota nigra,,,,
18231,Centaurea cyanus,Paprastoji rugiagėlė,Plantae,933404,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cardueae,Centaureinae,Centaurea,,Centaurea cyanus,,,,
18234,Anystis,,Arachnida,249515,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,Anystoidea,Anystidae,Anystinae,,,,Anystis,,,,,,
18239,Tineidae,Tikrosios kandys,Insecta,124262,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tineoidea,Tineidae,,,,,,,,,,,
18259,Scleranthus perennis,Daugiametė klėstenė,Plantae,168651,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Sclerantheae,,Scleranthus,,Scleranthus perennis,,,,
18276,Deuterosminthurus bicinctus,,Animalia,466161,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Symphypleona,,Sminthuroidea,Bourletiellidae,,,,,Deuterosminthurus,,Deuterosminthurus bicinctus,,,,
18296,Lemnoideae,,Plantae,502646,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Araceae,Lemnoideae,,,,,,,,,,
18299,Omaliinae,,Insecta,359912,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,,,,,,,,,,
18302,Gonocerus acuteangulatus,,Insecta,204781,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Coreidae,Coreinae,,Gonocerini,,Gonocerus,,Gonocerus acuteangulatus,,,,
18330,Peronospora corydalis,,Chromista,715377,Chromista,Oomycota,,,Peronosporomycetes,,,Peronosporales,,,Peronosporaceae,,,,,Peronospora,,Peronospora corydalis,,,,
18339,Neottia ovata,Kiaušininė dviguonė,Plantae,341154,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Epidendroideae,,Neottieae,,Neottia,,Neottia ovata,,,,
18341,Pernis apivorus,Vapsvaėdis,Aves,5325,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,,Pernis,,Pernis apivorus,,,,
18343,Dendryphantes,,Arachnida,172487,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Dendryphantini,Dendryphantina,Dendryphantes,,,,,,
18366,Ambigolimax,,Mollusca,448395,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Limacoidea,Limacidae,Limacinae,,,,Ambigolimax,,,,,,
18378,Senecioninae,,Plantae,901794,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Senecioninae,,,,,,,
18381,Rubus,Gervuogė,Plantae,47544,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Rubeae,,Rubus,,,,,,
18388,Oxalis,Kiškiakopūstis,Plantae,47758,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,,,Oxalis,,,,,,
18389,Bromus,Dirsė,Plantae,52701,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Bromeae,,Bromus,,,,,,
18392,Tradescantia fluminensis,Brazilinė tradeskantė,Plantae,79382,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Commelinales,,,Commelinaceae,Commelinoideae,,Tradescantieae,,Tradescantia,,Tradescantia fluminensis,,,,
18406,Myrtales,,Plantae,47791,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,,,,,,,,,,,,
18411,Erigeron,Šiušelė,Plantae,50879,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Conyzinae,Erigeron,,,,,,
18421,Poeae,,Plantae,552962,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,,,,,,,,
18423,Galium verum,Tikrasis lipikas,Plantae,84328,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,,Rubieae,,Galium,,Galium verum,,,,
18434,Lentinus tigrinus,Margasis dantūnis,Fungi,351365,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,,,Lentinus,,Lentinus tigrinus,,,,
18438,Ptilodon capucina,Kupriukas,Insecta,130105,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Notodontidae,Notodontinae,,Notodontini,,Ptilodon,,Ptilodon capucina,,,,
18450,Sonchus,Pienė,Plantae,53270,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Hyoseridinae,Sonchus,,,,,,
18485,Dryopteris dilatata,Skėstalapis papartis,Plantae,359752,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,Dryopteridaceae,Dryopteridoideae,,,,Dryopteris,,Dryopteris dilatata,,,,
18510,Reynoutria japonica,Japoninė reinutrė,Plantae,914922,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Polygoneae,Reynoutriinae,Reynoutria,,Reynoutria japonica,,,,
18535,Vetrix,,Plantae,1237140,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Salicaceae,,,,,Salix,,,,,,
18538,Bromus inermis,Beginklė dirsė,Plantae,75903,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Bromeae,,Bromus,,Bromus inermis,,,,
18553,Caragana,,Plantae,139450,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Hedysareae,,Caragana,,,,,,
18574,Coccinella magnifica,,Insecta,490612,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,Coccinellini,,Coccinella,,Coccinella magnifica,,,,
18577,Asparagus officinalis,Vaistinis Smidras,Plantae,60265,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Asparagoideae,,,,Asparagus,,Asparagus officinalis,,,,
18587,Elasmucha ferrugata,Mėlyninė skydblakė,Insecta,483179,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,,,,Elasmucha,,Elasmucha ferrugata,,,,
18628,Hypsopygia costalis,Šieninis Ugniukas,Insecta,129149,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Pyralinae,,Pyralini,,Hypsopygia,,Hypsopygia costalis,,,,
18637,Chaitophorus,,Insecta,146950,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Chaitophorinae,,Chaitophorini,,Chaitophorus,,,,,,
18644,Spiraea betulifolia,Beržalapė lanksva,Plantae,84724,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Spiraeeae,,Spiraea,,Spiraea betulifolia,,,,
18646,Parthenocissus,Vynvytis,Plantae,50280,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Vitales,,,Vitaceae,,,,,Parthenocissus,,,,,,
18650,Capsella,,Plantae,52979,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Camelineae,,Capsella,,,,,,
18657,Viola sororia,Šiaurinė našlaitė,Plantae,82816,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,Viola,,Viola sororia,,,,
18667,Aceria parulmi,,Arachnida,430050,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Endeostigmata,,Eriophyoidea,Eriophyidae,Eriophyinae,,Aceriini,,Aceria,,Aceria parulmi,,,,
18691,Sphaerophoria scripta,,Insecta,52964,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,Syrphini,,Sphaerophoria,,Sphaerophoria scripta,,,,
18692,Coccidula scutellata,Viksvinė Boružė,Insecta,547794,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccidulinae,,Coccidulini,,Coccidula,,Coccidula scutellata,,,,
18693,Clubiona phragmitis,Nendrinis maišavoris,Arachnida,447460,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,,Clubionidae,,,,,Clubiona,,Clubiona phragmitis,,,,
18717,Lomaspilis marginata,Paprastasis Margasprindis,Insecta,207524,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Cassymini,,Lomaspilis,,Lomaspilis marginata,,,,
18721,Pyrrhosoma nymphula,Kruvinoji Strėliukė,Insecta,61152,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Coenagrionoidea,Coenagrionidae,,,,,Pyrrhosoma,,Pyrrhosoma nymphula,,,,
18723,Trifolieae,,Plantae,512504,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,,,,,,,
18734,Brassiceae,,Plantae,574731,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Brassiceae,,,,,,,,
18752,Lamiinae,Niūrūnėnai,Insecta,50265,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lamiinae,,,,,,,,,,
18779,Senecioneae,,Plantae,568270,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,,,,,,,,
18811,Cichorioideae,,Plantae,447425,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,,,,,,,,,
18815,Cantharis nigricans,,Insecta,61447,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Cantharidae,Cantharinae,,Cantharini,,Cantharis,,Cantharis nigricans,,,,
18866,Carya cordiformis,,Plantae,54787,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Juglandaceae,,,,,Carya,,Carya cordiformis,,,,
18894,Robinia pseudoacacia,Baltažiedė robinija,Plantae,56088,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Robinieae,,Robinia,,Robinia pseudoacacia,,,,
18902,Ranunculaceae,Vėdryniniai,Plantae,48231,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,,,,,,,,,,,
18903,Polygala comosa,Skiauterėtoji putokšlė,Plantae,447849,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Polygalaceae,,,Polygaleae,,Polygala,,Polygala comosa,,,,
18905,Armoracia,,Plantae,71987,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamineae,,Armoracia,,,,,,
18911,Heracleum sphondylium,Lankinis barštis,Plantae,163682,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Tordylieae,,Heracleum,,Heracleum sphondylium,,,,
18923,Psammophiliella muralis,Dirvinė guboja,Plantae,1092837,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Caryophylleae,,Psammophiliella,,Psammophiliella muralis,,,,
18932,Juncaceae,Vikšriniai,Plantae,52642,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,,,,,,,,,
18944,Xanthorhoe fluctuata,Paprastoji Cidarija,Insecta,243705,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Xanthorhoini,,Xanthorhoe,,Xanthorhoe fluctuata,,,,
18954,Scorzonera humilis,Pušyninė gelteklė,Plantae,336284,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Scorzonerinae,Scorzonera,,Scorzonera humilis,,,,
18976,Petroselinum crispum,Sėjamoji petražolė,Plantae,78465,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,,Apieae,,Petroselinum,,Petroselinum crispum,,,,
18978,Gastrophysa polygoni,Tikrasis Rūgtinukas,Insecta,220326,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,,Chrysomelini,Prasocurina,Gastrophysa,,Gastrophysa polygoni,,,,
18979,Callipterinella tuberculata,,Insecta,823660,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Calaphidinae,,Calaphidini,Calaphidina,Callipterinella,,Callipterinella tuberculata,,,,
19005,Scandosorbus,,Plantae,1277628,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Scandosorbus,,,,,,
19009,Cornus,sedula,Plantae,47193,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,Cornaceae,,,,,Cornus,,,,,,
19045,Anthrenus,,Insecta,120114,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Dermestidae,Megatominae,,Anthrenini,,Anthrenus,,,,,,
19048,Fabaceae,Pupiniai,Plantae,47122,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,,,,,,,,,,,
19065,Bistorta officinalis,Paprastoji gyvatžolė,Plantae,133487,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Persicarieae,Koenigiinae,Bistorta,,Bistorta officinalis,,,,
19067,Amara familiaris,,Insecta,130445,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,,Zabrini,Amarina,Amara,,Amara familiaris,,,,
19073,Sitona lineatus,Juostuotasis sitonas,Insecta,231082,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,,Sitonini,,Sitona,,Sitona lineatus,,,,
19077,Faxonius limosus,Rainuotasis Vėžys,Animalia,776128,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Astacoidea,Cambaridae,,,,,Faxonius,,Faxonius limosus,,,,
19091,Calopteryx virgo,Grakščioji gražutė,Insecta,61536,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,Calopterygoidea,Calopterygidae,,,,,Calopteryx,,Calopteryx virgo,,,,
19106,Cardiophorus,,Insecta,87231,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Cardiophorinae,,,,Cardiophorus,,,,,,
19111,Leucocoprinus birnbaumii,Geltonasis lepūnis,Fungi,85398,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,,,,Leucocoprinus,,Leucocoprinus birnbaumii,,,,
19127,Phylloscypha,,Fungi,1110794,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pezizaceae,,,,,Phylloscypha,,,,,,
19129,Coccinellini,,Insecta,333796,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,Coccinellini,,,,,,,,
19166,Tibellus,Laibavoriai,Arachnida,47869,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Philodromidae,,,,,Tibellus,,,,,,
19170,Aeshna isoceles,Rudasis laumžirgis,Insecta,93433,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Aeshnoidea,Aeshnidae,,,,,Aeshna,,Aeshna isoceles,,,,
19179,Pterostichina,,Insecta,373902,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,Caraboidea,Carabidae,Pterostichinae,,Pterostichini,Pterostichina,,,,,,,
